Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
33.822717	8	3	3	0	1	2	2	4204	605	23	2031	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34.829283	8	3	3	0	1	2	2	4204	600	23	2091	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35.834400	8	3	3	0	1	2	2	4204	593	23	2152	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36.838083	8	3	3	0	1	2	2	4204	586	23	2212	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37.825917	8	3	3	0	1	2	2	4204	583	23	2271	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38.833917	8	3	3	0	1	2	2	4204	572	23	2331	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39.836167	8	3	3	0	1	2	2	4204	570	23	2392	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40.824000	8	3	3	0	1	2	2	4204	566	23	2451	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41.827683	8	3	3	0	1	2	2	4204	560	23	2511	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42.834233	8	3	3	0	1	2	2	4204	558	23	2572	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43.839367	8	3	3	0	1	2	2	4204	546	23	2632	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44.825767	8	3	3	0	1	2	2	4204	546	23	2691	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45.830883	8	3	3	0	1	2	2	4204	546	23	2751	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46.838883	8	3	3	0	1	2	2	4204	542	23	2812	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47.822400	8	3	3	0	1	2	2	4204	530	23	2871	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48.828967	8	3	3	0	1	2	2	4204	529	23	2931	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49.834083	8	3	3	0	1	2	2	4204	527	23	2992	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50.839200	8	3	3	0	1	2	2	4204	524	23	3052	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51.825600	8	3	3	0	1	2	2	4204	520	23	3111	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52.833600	8	3	3	0	1	2	2	4204	517	23	3171	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53.835833	8	3	3	0	1	2	2	4204	515	23	3232	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.842400	8	3	3	0	1	2	2	4204	510	23	3292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.831683	8	3	3	0	1	2	2	4204	508	23	3351	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.833917	8	3	3	0	1	2	2	4204	506	23	3412	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57.839033	8	3	3	0	1	2	2	4204	486	23	3472	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58.825433	8	3	3	0	1	2	2	4204	485	23	3531	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59.830567	8	3	3	0	1	2	2	4204	481	23	3591	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60.837117	8	3	3	0	1	2	2	4204	480	23	3652	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61.843683	8	3	3	0	1	2	2	4204	478	23	3712	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62.830083	8	3	3	0	1	2	2	4204	477	23	3771	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63.836633	8	3	3	0	1	2	2	4204	476	23	3832	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64.840317	8	3	3	0	1	2	2	4204	474	23	3892	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65.828167	8	3	3	0	1	2	2	4204	464	23	3951	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66.834717	8	3	3	0	1	2	2	4204	466	23	4011	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67.836967	8	3	3	0	1	2	2	4204	460	23	4072	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68.824800	8	3	3	0	1	2	2	4204	458	23	4131	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69.832800	8	3	3	0	1	2	2	4204	454	23	4191	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70.835033	8	3	3	0	1	2	2	4204	451	23	4252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71.841600	8	3	3	0	1	2	2	4204	452	23	4312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72.826567	8	3	3	0	1	2	2	4204	451	23	4371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
73.833117	8	3	3	0	1	2	2	4204	446	23	4431	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74.838233	8	3	3	0	1	2	2	4204	442	23	4492	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75.841917	8	3	3	0	1	2	2	4204	435	23	4552	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.829767	8	3	3	0	1	2	2	4204	431	23	4611	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77.837767	8	3	3	0	1	2	2	4204	432	23	4672	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78.840000	8	3	3	0	1	2	2	4204	432	23	4732	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79.827833	8	3	3	0	1	2	2	4204	432	23	4791	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80.831517	8	3	3	0	1	2	2	4204	425	23	4851	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81.838083	8	3	3	0	1	2	2	4204	426	23	4912	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82.843200	8	3	3	0	1	2	2	4204	421	23	4972	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83.829600	8	3	3	0	1	2	2	4204	419	23	5031	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84.834717	8	3	3	0	1	2	2	4204	416	23	5092	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85.841283	8	3	3	0	1	2	2	4204	414	23	5152	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86.826233	8	3	3	0	1	2	2	4204	408	23	5211	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87.832800	8	3	3	0	1	2	2	4204	394	23	5271	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88.839367	8	3	3	0	1	2	2	4204	391	23	5332	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89.843033	8	3	3	0	1	2	2	4204	388	23	5392	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90.830883	8	3	3	0	1	2	2	4204	385	23	5451	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91.834567	8	3	3	0	1	2	2	4204	370	23	5511	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92.839683	8	3	3	0	1	2	2	4204	373	23	5572	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93.828967	8	3	3	0	1	2	2	4204	371	23	5631	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94.831200	8	3	3	0	1	2	2	4204	369	23	5691	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95.837767	8	3	3	0	1	2	2	4204	370	23	5752	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96.844317	8	3	3	0	1	2	2	4204	369	23	5812	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97.829283	8	3	3	0	1	2	2	4204	354	23	5871	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98.834400	8	3	3	0	1	2	2	4204	349	23	5931	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99.842400	8	3	3	0	1	2	2	4204	345	23	5992	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100.844633	8	3	3	0	1	2	2	4204	345	23	6052	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101.832483	8	3	3	0	1	2	2	4204	345	23	6111	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102.840483	8	3	3	0	1	2	2	4204	343	23	6172	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103.842717	8	3	3	0	1	2	2	4204	342	23	6232	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104.830567	8	3	3	0	1	2	2	4204	342	23	6291	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105.834233	8	3	3	0	1	2	2	4204	337	23	6351	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106.839367	8	3	3	0	1	2	2	4204	335	23	6412	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107.845917	8	3	3	0	1	2	2	4204	339	23	6472	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
108.830883	8	3	3	0	1	2	2	4204	336	23	6531	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109.837433	8	3	3	0	1	2	2	4204	334	23	6592	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110.845433	8	3	3	0	1	2	2	4204	329	23	6652	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111.828967	8	3	3	0	1	2	2	4204	322	23	6711	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112.834083	8	3	3	0	1	2	2	4204	315	23	6771	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113.842083	8	3	3	0	1	2	2	4204	323	23	6832	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114.844317	8	3	3	0	1	2	2	4204	316	23	6892	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
115.833600	8	3	3	0	1	2	2	4204	315	23	6951	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
116.835833	8	3	3	0	1	2	2	4204	312	23	7011	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
117.842400	8	3	3	0	1	2	2	4204	311	23	7072	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118.831683	8	3	3	0	1	2	2	4204	313	23	7131	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
119.833917	8	3	3	0	1	2	2	4204	310	23	7191	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120.839033	8	3	3	0	1	2	2	4204	307	23	7252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.845600	8	3	3	0	1	2	2	4204	306	23	7312	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.830567	8	3	3	0	1	2	2	4204	302	23	7371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123.837117	8	3	3	0	1	2	2	4204	302	23	7431	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.845117	8	3	3	0	1	2	2	4204	294	23	7492	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125.828633	8	3	3	0	1	2	2	4204	284	23	7551	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
126.835200	8	3	3	0	1	2	2	4204	281	23	7611	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127.838883	8	3	3	0	1	2	2	4204	282	23	7672	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128.844000	8	3	3	0	1	2	2	4204	275	23	7732	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129.837600	8	3	3	0	1	2	2	4204	274	23	7791	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130.839833	8	3	3	0	1	2	2	4204	268	23	7852	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131.844967	8	3	3	0	1	2	2	4204	264	23	7912	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
132.831367	8	3	3	0	1	2	2	4204	260	23	7971	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
133.836483	8	3	3	0	1	2	2	4204	256	23	8031	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134.843033	8	3	3	0	1	2	2	4204	255	23	8092	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135.849600	8	3	3	0	1	2	2	4204	257	23	8152	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
136.834567	8	3	3	0	1	2	2	4204	259	23	8211	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137.839683	8	3	3	0	1	2	2	4204	261	23	8272	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
138.844800	8	3	3	0	1	2	2	4204	259	23	8332	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139.832633	8	3	3	0	1	2	2	4204	260	23	8391	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140.839200	8	3	3	0	1	2	2	4204	255	23	8451	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141.841433	8	3	3	0	1	2	2	4204	254	23	8512	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142.848000	8	3	3	0	1	2	2	4204	246	23	8572	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143.837283	8	3	3	0	1	2	2	4204	238	23	8631	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144.839517	8	3	3	0	1	2	2	4204	233	23	8692	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145.844633	8	3	3	0	1	2	2	4204	233	23	8752	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146.831033	8	3	3	0	1	2	2	4204	232	23	8811	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147.837600	8	3	3	0	1	2	2	4204	222	23	8871	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148.842717	8	3	3	0	1	2	2	4204	222	23	8932	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149.846400	8	3	3	0	1	2	2	4204	208	23	8992	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150.834233	8	3	3	0	1	2	2	4204	208	23	9051	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151.842233	8	3	3	0	1	2	2	4204	208	23	9111	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152.844483	8	3	3	0	1	2	2	4204	205	23	9172	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153.832317	8	3	3	0	1	2	2	4204	205	23	9231	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154.838883	8	3	3	0	1	2	2	4204	205	23	9291	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155.842567	8	3	3	0	1	2	2	4204	200	23	9352	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156.847683	8	3	3	0	1	2	2	4204	196	23	9412	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157.832633	8	3	3	0	1	2	2	4204	194	23	9471	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158.839200	8	3	3	0	1	2	2	4204	188	23	9531	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159.845767	8	3	3	0	1	2	2	4204	188	23	9592	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160.830717	8	3	3	0	1	2	2	4204	187	23	9651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161.837283	8	3	3	0	1	2	2	4204	187	23	9711	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162.842400	8	3	3	0	1	2	2	4204	188	23	9772	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163.847517	8	3	3	0	1	2	2	4204	188	23	9832	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164.833917	8	3	3	0	1	2	2	4204	188	23	9891	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165.841917	8	3	3	0	1	2	2	4204	199	23	9951	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166.844167	8	3	3	0	1	2	2	4204	200	23	10012	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167.849283	8	3	3	0	1	2	2	4204	199	23	10072	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168.840000	8	3	3	0	1	2	2	4204	199	23	10131	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169.842233	8	3	3	0	1	2	2	4205	198	23	10192	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170.847367	8	3	3	0	1	2	2	4203	195	23	10252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171.833767	8	3	3	0	1	2	2	4204	192	23	10311	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172.838883	8	3	3	0	1	2	2	4204	188	23	10371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.845433	8	3	3	0	1	2	2	4204	185	23	10432	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.849117	8	3	3	0	1	2	2	4204	181	23	10492	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.836967	8	3	3	0	1	2	2	4204	181	23	10551	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.844967	8	3	3	0	1	2	2	4204	180	23	10611	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.847200	8	3	3	0	1	2	2	4204	178	23	10672	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.833600	8	3	3	0	1	2	2	4204	174	23	10731	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.841600	8	3	3	0	1	2	2	4204	172	23	10791	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.843833	8	3	3	0	1	2	2	4204	171	23	10852	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
181.850400	8	3	3	0	1	2	2	4204	172	23	10912	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182.835367	8	3	3	0	1	2	2	4204	172	23	10971	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183.841917	8	3	3	0	1	2	2	4204	170	23	11031	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184.847033	8	3	3	0	1	2	2	4204	170	23	11092	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185.833433	8	3	3	0	1	2	2	4204	169	23	11151	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186.838567	8	3	3	0	1	2	2	4204	167	23	11211	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187.845117	8	3	3	0	1	2	2	4204	165	23	11272	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188.834400	8	3	3	0	1	2	2	4204	164	23	11331	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189.839517	8	3	3	0	1	2	2	4204	162	23	11391	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190.847517	8	3	3	0	1	2	2	4204	158	23	11452	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191.849767	8	3	3	0	1	2	2	4204	155	23	11512	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192.837600	8	3	3	0	1	2	2	4204	153	23	11571	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193.844167	8	3	3	0	1	2	2	4204	149	23	11631	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194.847833	8	3	3	0	1	2	2	4204	145	23	11692	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195.834233	8	3	3	0	1	2	2	4204	144	23	11751	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196.842233	8	3	3	0	1	2	2	4204	144	23	11811	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197.844483	8	3	3	0	1	2	2	4204	143	23	11872	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198.851033	8	3	3	0	1	2	2	4204	140	23	11932	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199.836000	8	3	3	0	1	2	2	4204	142	23	11991	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200.842567	8	3	3	0	1	2	2	4204	142	23	12051	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
201.847683	8	3	3	0	1	2	2	4204	141	23	12112	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202.855683	8	3	3	0	1	2	2	4204	139	23	12172	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203.839200	8	3	3	0	1	2	2	4204	137	23	12231	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
204.845767	8	3	3	0	1	2	2	4204	136	23	12292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
205.849433	8	3	3	0	1	2	2	4204	136	23	12352	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
206.837283	8	3	3	0	1	2	2	4204	134	23	12411	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
207.845283	8	3	3	0	1	2	2	4204	134	23	12471	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208.847517	8	3	3	0	1	2	2	4204	131	23	12532	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
209.852633	8	3	3	0	1	2	2	4204	130	23	12592	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210.841917	8	3	3	0	1	2	2	4204	129	23	12651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
