Time	Status code	Status category	Status color	Pgm code	Pgm step	Pgm para	Pgm cycle	mV	mA	Temperature	Duration	Charge count	Discharge count	Capacity	Analog input 1	Analog input 2	Analog input 3	Analog input 4	Digital input 1	Digital input 2	Digital input 3	Digital input 4	Digital output 1	Digital output 2	Digital output 3	Digital output 4	Analog output 1	Analog output 2	
13.749117	8	3	3	0	1	2	2	4204	78	24	827	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.736967	8	3	3	0	1	2	2	4204	77	24	886	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.743517	8	3	3	0	1	2	2	4204	75	24	946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.747200	8	3	3	0	1	2	2	4204	74	24	1007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.753767	8	3	3	0	1	2	2	4204	71	24	1067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.741600	8	3	3	0	1	2	2	4204	70	24	1126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.745283	8	3	3	0	1	2	2	4204	68	24	1186	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.518567	8	6	3	0	2	7	1	4180	-41	24	1233	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20.751833	8	6	3	0	2	7	1	3844	-674	24	1247	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21.741117	8	6	3	0	2	7	1	3811	-675	24	1306	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22.743367	8	6	3	0	2	7	1	3796	-676	24	1366	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23.749917	8	6	3	0	2	7	1	3785	-675	24	1427	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24.755033	8	6	3	0	2	7	1	3776	-675	24	1487	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25.741433	8	6	3	0	2	7	1	3766	-674	24	1546	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26.746567	8	6	3	0	2	7	1	3758	-675	24	1607	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27.753117	8	6	3	0	2	7	1	3749	-675	24	1667	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28.739517	8	6	3	0	2	7	1	3741	-675	24	1726	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29.744633	8	6	3	0	2	7	1	3734	-676	24	1786	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30.752633	8	6	3	0	2	7	1	3726	-675	24	1847	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31.754883	8	6	3	0	2	7	1	3717	-673	24	1907	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32.742717	8	6	3	0	2	7	1	3710	-674	24	1966	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33.749283	8	6	3	0	2	7	1	3702	-675	24	2026	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34.751517	8	6	3	0	2	7	1	3695	-674	24	2087	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35.739367	8	6	3	0	2	7	1	3688	-674	24	2146	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
36.747367	8	6	3	0	2	7	1	3681	-675	24	2206	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37.749600	8	6	3	0	2	7	1	3673	-676	24	2267	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38.756167	8	6	3	0	2	7	1	3667	-673	24	2327	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
39.741117	8	6	3	0	2	7	1	3660	-674	24	2386	1	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
40.753433	8	6	3	0	2	7	1	3652	-675	24	2447	1	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
41.749917	8	6	3	0	2	7	1	3646	-675	24	2507	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
42.744967	8	6	3	0	2	7	1	3639	-674	24	2566	1	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43.741433	8	6	3	0	2	7	1	3632	-674	24	2626	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44.755200	8	6	3	0	2	7	1	3626	-674	24	2687	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
45.751683	8	6	3	0	2	7	1	3620	-673	24	2747	1	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
46.746717	8	6	3	0	2	7	1	3613	-676	24	2806	1	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
47.743200	8	6	3	0	2	7	1	3608	-674	24	2866	1	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48.756967	8	6	3	0	2	7	1	3601	-674	24	2927	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49.753433	8	6	3	0	2	7	1	3595	-675	24	2987	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50.748483	8	6	3	0	2	7	1	3589	-675	24	3047	1	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51.742083	8	6	3	0	2	7	1	3584	-675	24	3106	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52.745767	8	6	3	0	2	7	1	3578	-674	24	3166	1	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
53.750883	8	6	3	0	2	7	1	3573	-675	24	3227	1	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.758883	8	6	3	0	2	7	1	3567	-675	24	3287	1	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.742400	8	6	3	0	2	7	1	3561	-674	24	3346	1	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.748967	8	6	3	0	2	7	1	3556	-675	24	3406	1	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
57.756967	8	6	3	0	2	7	1	3551	-674	24	3467	1	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
58.740483	8	6	3	0	2	7	1	3546	-674	24	3526	1	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
59.745600	8	6	3	0	2	7	1	3541	-675	24	3586	1	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60.753600	8	6	3	0	2	7	1	3536	-673	23	3647	1	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61.755833	8	6	3	0	2	7	1	3531	-673	24	3707	1	1	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62.743683	8	6	3	0	2	7	1	3526	-675	24	3766	1	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63.747367	8	6	3	0	2	7	1	3521	-674	24	3826	1	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
64.753917	8	6	3	0	2	7	1	3516	-675	24	3887	1	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
65.759033	8	6	3	0	2	7	1	3512	-674	24	3947	1	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
66.745433	8	6	3	0	2	7	1	3508	-674	24	4006	1	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
67.750567	8	6	3	0	2	7	1	3503	-674	24	4067	1	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68.757117	8	6	3	0	2	7	1	3498	-675	24	4127	1	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
69.742083	8	6	3	0	2	7	1	3494	-674	24	4186	1	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70.748633	8	6	3	0	2	7	1	3490	-675	24	4246	1	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
71.756633	8	6	3	0	2	7	1	3486	-674	24	4307	1	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72.758883	8	6	3	0	2	7	1	3482	-673	24	4367	1	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
73.746717	8	6	3	0	2	7	1	3478	-675	24	4426	1	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74.753283	8	6	3	0	2	7	1	3474	-675	24	4487	1	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75.755517	8	6	3	0	2	7	1	3471	-673	24	4547	1	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.743367	8	6	3	0	2	7	1	3466	-677	24	4606	1	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77.751367	8	6	3	0	2	7	1	3462	-673	24	4666	1	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
78.753600	8	6	3	0	2	7	1	3458	-674	24	4727	1	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
79.758717	8	6	3	0	2	7	1	3455	-675	24	4787	1	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80.745117	8	6	3	0	2	7	1	3451	-675	24	4846	1	1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
81.751683	8	6	3	0	2	7	1	3448	-675	24	4906	1	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82.756800	8	6	3	0	2	7	1	3444	-674	24	4967	1	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83.743200	8	6	3	0	2	7	1	3441	-674	24	5026	1	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84.748317	8	6	3	0	2	7	1	3438	-674	24	5086	1	1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
85.754883	8	6	3	0	2	7	1	3435	-675	24	5147	1	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
86.761433	8	6	3	0	2	7	1	3432	-676	24	5207	1	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87.746400	8	6	3	0	2	7	1	3429	-674	24	5266	1	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88.751517	8	6	3	0	2	7	1	3426	-675	24	5326	1	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89.759517	8	6	3	0	2	7	1	3423	-675	24	5387	1	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90.743033	8	6	3	0	2	7	1	3420	-675	24	5446	1	1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
91.749600	8	6	3	0	2	7	1	3417	-674	24	5506	1	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
92.756167	8	6	3	0	2	7	1	3415	-675	24	5567	1	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93.759833	8	6	3	0	2	7	1	3412	-673	24	5627	1	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94.746233	8	6	3	0	2	7	1	3410	-674	24	5686	1	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95.754233	8	6	3	0	2	7	1	3407	-675	24	5746	1	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
96.756483	8	6	3	0	2	7	1	3404	-674	24	5807	1	1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97.744317	8	6	3	0	2	7	1	3401	-675	24	5866	1	1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98.748000	8	6	3	0	2	7	1	3399	-673	24	5926	1	1	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99.754567	8	6	3	0	2	7	1	3397	-675	24	5987	1	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100.759683	8	6	3	0	2	7	1	3394	-675	24	6047	1	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101.746083	8	6	3	0	2	7	1	3392	-676	24	6106	1	1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102.751200	8	6	3	0	2	7	1	3389	-676	24	6166	1	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103.757767	8	6	3	0	2	7	1	3386	-675	24	6227	1	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104.742717	8	6	3	0	2	7	1	3383	-673	24	6286	1	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105.749283	8	6	3	0	2	7	1	3381	-674	24	6346	1	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106.754400	8	6	3	0	2	7	1	3377	-673	24	6407	1	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107.762400	8	6	3	0	2	7	1	3374	-676	24	6467	1	1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
108.747367	8	6	3	0	2	7	1	3371	-675	24	6526	1	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109.752483	8	6	3	0	2	7	1	3368	-675	24	6586	1	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110.760483	8	6	3	0	2	7	1	3365	-675	24	6647	1	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111.762717	8	6	3	0	2	7	1	3361	-674	24	6707	1	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112.752000	8	6	3	0	2	7	1	3357	-676	24	6766	1	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113.754233	8	6	3	0	2	7	1	3354	-673	24	6827	1	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114.759367	8	6	3	0	2	7	1	3350	-674	24	6887	1	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
115.748633	8	6	3	0	2	7	1	3346	-675	24	6946	1	1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
116.752317	8	6	3	0	2	7	1	3342	-673	24	7006	1	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
117.757433	8	6	3	0	2	7	1	3337	-675	24	7067	1	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118.764000	8	6	3	0	2	7	1	3333	-674	24	7127	1	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
119.748967	8	6	3	0	2	7	1	3329	-674	24	7186	1	1	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120.754083	8	6	3	0	2	7	1	3323	-675	24	7247	1	1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121.760633	8	6	3	0	2	7	1	3318	-674	24	7307	1	1	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122.747033	8	6	3	0	2	7	1	3312	-675	24	7366	1	1	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123.752167	8	6	3	0	2	7	1	3305	-675	24	7426	1	1	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124.758717	8	6	3	0	2	7	1	3296	-676	24	7487	1	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
125.765283	8	6	3	0	2	7	1	3287	-675	24	7547	1	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
126.750233	8	6	3	0	2	7	1	3276	-674	24	7606	1	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127.755367	8	6	3	0	2	7	1	3262	-677	24	7667	1	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128.760483	8	6	3	0	2	7	1	3244	-675	24	7727	1	1	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129.752633	8	6	3	0	2	7	1	3222	-676	24	7786	1	1	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130.757767	8	6	3	0	2	7	1	3192	-673	24	7847	1	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131.764317	8	6	3	0	2	7	1	3152	-675	24	7907	1	1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
132.749283	8	6	3	0	2	7	1	3098	-674	24	7966	1	1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
133.755833	8	6	3	0	2	7	1	3022	-675	24	8027	1	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134.763833	8	6	3	0	2	7	1	2912	-674	24	8087	1	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135.747367	8	6	3	0	2	7	1	2729	-674	24	8146	1	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135.917283	8	15	3	0	1	31	2	2734	1	24	8156	2	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135.938883	8	3	3	0	1	2	2	3379	605	24	8158	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
136.756800	8	3	3	0	1	2	2	3730	675	24	8207	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137.763367	8	3	3	0	1	2	2	3831	674	24	8267	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
138.748317	8	3	3	0	1	2	2	3894	675	24	8326	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139.753433	8	3	3	0	1	2	2	3943	674	24	8386	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140.761433	8	3	3	0	1	2	2	3981	675	24	8447	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141.763683	8	3	3	0	1	2	2	4003	674	24	8507	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142.751517	8	3	3	0	1	2	2	4013	675	24	8566	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143.755200	8	3	3	0	1	2	2	4018	674	24	8626	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144.761767	8	3	3	0	1	2	2	4024	675	24	8687	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145.751033	8	3	3	0	1	2	2	4030	675	24	8746	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146.753283	8	3	3	0	1	2	2	4036	675	24	8806	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147.758400	8	3	3	0	1	2	2	4042	674	24	8867	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148.766400	8	3	3	0	1	2	2	4047	675	24	8927	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149.749917	8	3	3	0	1	2	2	4052	673	24	8986	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150.756483	8	3	3	0	1	2	2	4058	674	24	9046	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151.760167	8	3	3	0	1	2	2	4064	674	24	9107	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152.748000	8	3	3	0	1	2	2	4069	674	24	9166	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153.756000	8	3	3	0	1	2	2	4075	675	24	9226	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154.758233	8	3	3	0	1	2	2	4082	675	24	9287	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155.763367	8	3	3	0	1	2	2	4087	675	24	9347	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156.752633	8	3	3	0	1	2	2	4093	675	24	9406	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157.754883	8	3	3	0	1	2	2	4098	675	24	9466	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158.761433	8	3	3	0	1	2	2	4103	674	24	9527	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159.766567	8	3	3	0	1	2	2	4108	675	24	9587	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160.752967	8	3	3	0	1	2	2	4112	674	24	9646	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161.758083	8	3	3	0	1	2	2	4116	675	24	9707	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162.766083	8	3	3	0	1	2	2	4116	668	24	9767	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163.749600	8	3	3	0	1	2	2	4119	668	24	9826	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
164.756167	8	3	3	0	1	2	2	4122	667	24	9886	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165.764167	8	3	3	0	1	2	2	4123	666	24	9947	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166.749117	8	3	3	0	1	2	2	4126	667	24	10006	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167.755683	8	3	3	0	1	2	2	4128	666	24	10066	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
168.759367	8	3	3	0	1	2	2	4130	666	24	10127	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169.765917	8	3	3	0	1	2	2	4132	666	24	10187	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170.750883	8	3	3	0	1	2	2	4135	666	24	10246	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171.757433	8	3	3	0	1	2	2	4136	665	24	10306	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172.762567	8	3	3	0	1	2	2	4138	664	24	10367	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173.748967	8	3	3	0	1	2	2	4141	664	24	10426	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174.754083	8	3	3	0	1	2	2	4143	665	24	10486	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175.762083	8	3	3	0	1	2	2	4145	664	24	10547	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176.764317	8	3	3	0	1	2	2	4147	663	24	10607	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177.752167	8	3	3	0	1	2	2	4150	663	24	10666	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
178.758717	8	3	3	0	1	2	2	4153	662	24	10726	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
179.762400	8	3	3	0	1	2	2	4155	662	24	10787	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180.767517	8	3	3	0	1	2	2	4157	661	24	10847	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
181.756800	8	3	3	0	1	2	2	4160	662	24	10906	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182.759033	8	3	3	0	1	2	2	4163	660	24	10967	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183.765600	8	3	3	0	1	2	2	4165	661	24	11027	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184.750567	8	3	3	0	1	2	2	4168	660	24	11086	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185.757117	8	3	3	0	1	2	2	4170	660	24	11146	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
186.763683	8	3	3	0	1	2	2	4173	659	24	11207	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
187.767367	8	3	3	0	1	2	2	4175	659	24	11267	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188.753767	8	3	3	0	1	2	2	4178	659	24	11326	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
189.761767	8	3	3	0	1	2	2	4181	659	24	11386	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190.764000	8	3	3	0	1	2	2	4184	658	24	11447	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191.751833	8	3	3	0	1	2	2	4187	658	24	11506	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192.761283	8	3	3	0	1	2	2	4193	658	24	11567	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
193.764967	8	3	3	0	1	2	2	4195	657	24	11627	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
194.757117	8	3	3	0	1	2	2	4198	658	24	11686	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
195.763683	8	3	3	0	1	2	2	4201	658	24	11747	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196.767367	8	3	3	0	1	2	2	4204	657	24	11807	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197.766717	8	3	3	0	1	2	2	4204	650	24	11867	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
198.764633	8	3	3	0	1	2	2	4204	644	24	11927	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199.753917	8	3	3	0	1	2	2	4204	637	24	11986	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200.760483	8	3	3	0	1	2	2	4204	628	24	12047	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
201.768483	8	3	3	0	1	2	2	4204	622	24	12107	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
202.764967	8	3	3	0	1	2	2	4204	614	24	12167	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203.760000	8	3	3	0	1	2	2	4204	607	24	12226	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
204.756483	8	3	3	0	1	2	2	4204	601	24	12286	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
205.770233	8	3	3	0	1	2	2	4204	593	24	12347	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
206.765283	8	3	3	0	1	2	2	4204	586	24	12407	3	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
